"AvgDownloadspeed","MinDownloadspeed","MaxDownloadspeed","Postcode","ShortPostcode","Town/City","County"
25.4,5.1,53.2,"PL26 6AG","PL26 6","ST AUSTELL","CORNWALL"
61.1,13.4,137.2,"PL26 6AL","PL26 6","ST AUSTELL","CORNWALL"
39.1,16.4,61.5,"PL26 6AP","PL26 6","ST AUSTELL","CORNWALL"
27.8,3.3,58,"PL26 6AQ","PL26 6","ST AUSTELL","CORNWALL"
25.7,3.3,77.3,"PL26 6AT","PL26 6","ST AUSTELL","CORNWALL"
25.7,3.5,79.9,"PL26 6AU","PL26 6","ST AUSTELL","CORNWALL"
30.9,1.2,73.2,"PL26 6AW","PL26 6","ST AUSTELL","CORNWALL"
18.5,2.5,45.7,"PL26 6AY","PL26 6","ST AUSTELL","CORNWALL"
34.9,9.1,79.9,"PL26 6BA","PL26 6","ST AUSTELL","CORNWALL"
32.5,5.3,67.7,"PL26 6BD","PL26 6","ST AUSTELL","CORNWALL"
7.6,0.4,23,"PL26 6BE","PL26 6","ST AUSTELL","CORNWALL"
40,7.2,69.1,"PL26 6BL","PL26 6","ST AUSTELL","CORNWALL"
49.9,3.8,275.4,"PL26 6BN","PL26 6","ST AUSTELL","CORNWALL"
32.6,4.7,45.3,"PL26 6BS","PL26 6","ST AUSTELL","CORNWALL"
35.5,8.3,80,"PL26 6BW","PL26 6","ST AUSTELL","CORNWALL"
54.7,4.7,80,"PL26 6BX","PL26 6","ST AUSTELL","CORNWALL"
43.7,3.1,80,"PL26 6DA","PL26 6","ST AUSTELL","CORNWALL"
25.4,3.2,44,"PL26 6DD","PL26 6","ST AUSTELL","CORNWALL"
34,0.3,69.5,"PL26 6DE","PL26 6","ST AUSTELL","CORNWALL"
33.3,1.3,72.7,"PL26 6DG","PL26 6","ST AUSTELL","CORNWALL"
27.7,4.1,76.3,"PL26 6DH","PL26 6","ST AUSTELL","CORNWALL"
3.7,0.7,14.5,"PL26 6DJ","PL26 6","ST AUSTELL","CORNWALL"
15.5,3,40,"PL26 6DN","PL26 6","ST AUSTELL","CORNWALL"
32.7,0.2,80,"PL26 6DR","PL26 6","ST AUSTELL","CORNWALL"
15.8,10.3,20.6,"PL26 6DS","PL26 6","ST AUSTELL","CORNWALL"
30.6,5.2,63.9,"PL26 6DU","PL26 6","ST AUSTELL","CORNWALL"
30.8,4.3,55,"PL26 6DW","PL26 6","ST AUSTELL","CORNWALL"
20.6,4.5,62.8,"PL26 6DX","PL26 6","ST AUSTELL","CORNWALL"
7.6,1.4,35.9,"PL26 6EN","PL26 6","ST AUSTELL","CORNWALL"
3.6,1.5,5.6,"PL26 6EP","PL26 6","ST AUSTELL","CORNWALL"
7.3,1.8,40,"PL26 6ER","PL26 6","ST AUSTELL","CORNWALL"
2.2,0.9,2.9,"PL26 6ES","PL26 6","ST AUSTELL","CORNWALL"
16.7,4.7,80,"PL26 6EW","PL26 6","ST AUSTELL","CORNWALL"
6.4,1.5,40,"PL26 6EY","PL26 6","ST AUSTELL","CORNWALL"
2,1,3,"PL26 6HA","PL26 6","ST AUSTELL","CORNWALL"
29.2,1.9,77.1,"PL26 6HN","PL26 6","ST AUSTELL","CORNWALL"
48.9,33.7,71.9,"PL26 6HP","PL26 6","ST AUSTELL","CORNWALL"
39.6,2.1,80,"PL26 6HS","PL26 6","ST AUSTELL","CORNWALL"
50.9,2.2,80,"PL26 6HT","PL26 6","ST AUSTELL","CORNWALL"
47.8,2,80,"PL26 6HU","PL26 6","ST AUSTELL","CORNWALL"
46.5,3.5,74.5,"PL26 6HW","PL26 6","ST AUSTELL","CORNWALL"
35.4,1.3,72.6,"PL26 6HX","PL26 6","ST AUSTELL","CORNWALL"
36,1,78.7,"PL26 6JA","PL26 6","ST AUSTELL","CORNWALL"
73.6,54.9,80,"PL26 6JB","PL26 6","ST AUSTELL","CORNWALL"
43.1,1.1,80,"PL26 6JD","PL26 6","ST AUSTELL","CORNWALL"
45.2,1.9,80,"PL26 6JF","PL26 6","ST AUSTELL","CORNWALL"
25.7,0.8,72.5,"PL26 6JG","PL26 6","ST AUSTELL","CORNWALL"
28,0.7,63,"PL26 6JH","PL26 6","ST AUSTELL","CORNWALL"
33.4,2.7,66.5,"PL26 6JJ","PL26 6","ST AUSTELL","CORNWALL"
18.8,2.2,48.4,"PL26 6JL","PL26 6","ST AUSTELL","CORNWALL"
35.8,0.6,75.9,"PL26 6JP","PL26 6","ST AUSTELL","CORNWALL"
41.9,3.5,71.1,"PL26 6JT","PL26 6","ST AUSTELL","CORNWALL"
33.4,2.2,52.6,"PL26 6JW","PL26 6","ST AUSTELL","CORNWALL"
12.3,0.4,22.7,"PL26 6LL","PL26 6","ST AUSTELL","CORNWALL"
9.4,0.7,54.9,"PL26 6LN","PL26 6","ST AUSTELL","CORNWALL"
3,1.6,3.6,"PL26 6LR","PL26 6","ST AUSTELL","CORNWALL"
12.8,1.1,77.4,"PL26 6LS","PL26 6","ST AUSTELL","CORNWALL"
2.3,2,2.8,"PL26 6LU","PL26 6","ST AUSTELL","CORNWALL"
4.6,2,7.1,"PL26 6NF","PL26 6","ST AUSTELL","CORNWALL"
47.1,2.2,75.7,"PL26 6NG","PL26 6","ST AUSTELL","CORNWALL"
37.1,4.1,79.9,"PL26 6NR","PL26 6","ST AUSTELL","CORNWALL"
48.3,5.4,79.9,"PL26 6NS","PL26 6","ST AUSTELL","CORNWALL"
33,0.7,74.8,"PL26 6NT","PL26 6","ST AUSTELL","CORNWALL"
45.1,1.4,79.9,"PL26 6NU","PL26 6","ST AUSTELL","CORNWALL"
14.2,1.6,39.8,"PL26 6NY","PL26 6","ST AUSTELL","CORNWALL"
29,1.4,74.3,"PL26 6NZ","PL26 6","ST AUSTELL","CORNWALL"
28.3,1.6,52.6,"PL26 6PB","PL26 6","ST AUSTELL","CORNWALL"
44.2,2.1,79.9,"PL26 6PF","PL26 6","ST AUSTELL","CORNWALL"
37.1,16.4,54.9,"PL26 6PH","PL26 6","ST AUSTELL","CORNWALL"
44.1,10.3,79.9,"PL26 6PL","PL26 6","ST AUSTELL","CORNWALL"
27.2,0.3,47.3,"PL26 6PN","PL26 6","ST AUSTELL","CORNWALL"
12.7,3.6,23.7,"PL26 6PP","PL26 6","ST AUSTELL","CORNWALL"
29.2,10.5,40,"PL26 6PS","PL26 6","ST AUSTELL","CORNWALL"
23.5,8.2,51.1,"PL26 6PX","PL26 6","ST AUSTELL","CORNWALL"
32.7,17.8,80,"PL26 6QH","PL26 6","ST AUSTELL","CORNWALL"
29.7,3.4,76.3,"PL26 6QJ","PL26 6","ST AUSTELL","CORNWALL"
51.5,17.7,79.9,"PL26 6QN","PL26 6","ST AUSTELL","CORNWALL"
26.9,6,54.9,"PL26 6QP","PL26 6","ST AUSTELL","CORNWALL"
32.3,18.8,79.9,"PL26 6QQ","PL26 6","ST AUSTELL","CORNWALL"
39.5,19.2,79.9,"PL26 6QR","PL26 6","ST AUSTELL","CORNWALL"
45.4,2.3,80,"PL26 6QT","PL26 6","ST AUSTELL","CORNWALL"
39,14,79.3,"PL26 6QW","PL26 6","ST AUSTELL","CORNWALL"
41.5,15.7,80,"PL26 6QX","PL26 6","ST AUSTELL","CORNWALL"
25.7,3.3,59.9,"PL26 6QZ","PL26 6","ST AUSTELL","CORNWALL"
14.8,7.9,19.7,"PL26 6RB","PL26 6","ST AUSTELL","CORNWALL"
41.1,15.3,80,"PL26 6RD","PL26 6","ST AUSTELL","CORNWALL"
27.2,4.5,79.9,"PL26 6RE","PL26 6","ST AUSTELL","CORNWALL"
40.2,9.2,80,"PL26 6RF","PL26 6","ST AUSTELL","CORNWALL"
39.3,14.7,79.9,"PL26 6RH","PL26 6","ST AUSTELL","CORNWALL"
23.7,20.3,30.5,"PL26 6RN","PL26 6","ST AUSTELL","CORNWALL"
33.3,18,79.9,"PL26 6RP","PL26 6","ST AUSTELL","CORNWALL"
56.7,21.7,80,"PL26 6RR","PL26 6","ST AUSTELL","CORNWALL"
36.9,19.6,79.9,"PL26 6RS","PL26 6","ST AUSTELL","CORNWALL"
44.6,17.5,80,"PL26 6RT","PL26 6","ST AUSTELL","CORNWALL"
24.7,14,79.9,"PL26 6RU","PL26 6","ST AUSTELL","CORNWALL"
42.9,12.5,80,"PL26 6RW","PL26 6","ST AUSTELL","CORNWALL"
26.8,10.2,73.4,"PL26 6RX","PL26 6","ST AUSTELL","CORNWALL"
26.8,1.1,61.3,"PL26 6RY","PL26 6","ST AUSTELL","CORNWALL"
29.1,17.2,40,"PL26 6RZ","PL26 6","ST AUSTELL","CORNWALL"
23.6,16.2,35,"PL26 6SA","PL26 6","ST AUSTELL","CORNWALL"
38.4,3.1,79.9,"PL26 6SB","PL26 6","ST AUSTELL","CORNWALL"
37.3,2.3,79.9,"PL26 6SP","PL26 6","ST AUSTELL","CORNWALL"
35.1,2.4,79.9,"PL26 6SR","PL26 6","ST AUSTELL","CORNWALL"
35.7,2.4,79.9,"PL26 6SS","PL26 6","ST AUSTELL","CORNWALL"
35.2,12.5,75.2,"PL26 6SX","PL26 6","ST AUSTELL","CORNWALL"
17.6,8.3,22.8,"PL26 6SZ","PL26 6","ST AUSTELL","CORNWALL"
20.8,18,23,"PL26 6TA","PL26 6","ST AUSTELL","CORNWALL"
16.3,1,30.2,"PL26 6TB","PL26 6","ST AUSTELL","CORNWALL"
39.2,10.2,79.9,"PL26 6TE","PL26 6","ST AUSTELL","CORNWALL"
42.7,28.7,59.4,"PL26 6TF","PL26 6","ST AUSTELL","CORNWALL"
36.9,18.2,71.8,"PL26 6TG","PL26 6","ST AUSTELL","CORNWALL"
32.5,9.5,52.4,"PL26 6TH","PL26 6","ST AUSTELL","CORNWALL"
23.4,9.7,55,"PL26 6TL","PL26 6","ST AUSTELL","CORNWALL"
40.9,16,76.6,"PL26 6TP","PL26 6","ST AUSTELL","CORNWALL"
41.7,1.6,80,"PL26 6TQ","PL26 6","ST AUSTELL","CORNWALL"
46.1,3,79.9,"PL26 6TT","PL26 6","ST AUSTELL","CORNWALL"
49.3,22.4,79.9,"PL26 6TU","PL26 6","ST AUSTELL","CORNWALL"
17.7,15.5,19.6,"PL26 6TZ","PL26 6","ST AUSTELL","CORNWALL"
31,15.2,64.3,"PL26 6UB","PL26 6","ST AUSTELL","CORNWALL"
36.7,19.7,80,"PL26 6UD","PL26 6","ST AUSTELL","CORNWALL"
46.7,7.9,80,"PL26 6UE","PL26 6","ST AUSTELL","CORNWALL"
54.2,24.1,78.6,"PL26 6UF","PL26 6","ST AUSTELL","CORNWALL"
33.8,15.2,79.9,"PL26 6UL","PL26 6","ST AUSTELL","CORNWALL"
54.9,54.9,54.9,"PL26 6UP","PL26 6","ST AUSTELL","CORNWALL"
46,24,80,"PL26 6UQ","PL26 6","ST AUSTELL","CORNWALL"
44.7,9.7,80,"PL26 6UR","PL26 6","ST AUSTELL","CORNWALL"
38.3,16.1,79.9,"PL26 6UT","PL26 6","ST AUSTELL","CORNWALL"
49.3,2.9,80,"PL26 6UX","PL26 6","ST AUSTELL","CORNWALL"
42.3,12.8,80,"PL26 6UZ","PL26 6","ST AUSTELL","CORNWALL"
21.8,4,50.4,"PL26 6XD","PL26 6","ST AUSTELL","CORNWALL"
25.4,2.9,146.9,"PL26 7AD","PL26 7","ST AUSTELL","CORNWALL"
30.3,8.1,159.1,"PL26 7AG","PL26 7","ST AUSTELL","CORNWALL"
19.5,5.8,52.6,"PL26 7AH","PL26 7","ST AUSTELL","CORNWALL"
7.7,0.8,23.5,"PL26 7AQ","PL26 7","ST AUSTELL","CORNWALL"
11.4,2.1,80,"PL26 7AR","PL26 7","ST AUSTELL","CORNWALL"
28.9,0.4,49.4,"PL26 7AU","PL26 7","ST AUSTELL","CORNWALL"
4.9,0.3,22.6,"PL26 7AW","PL26 7","ST AUSTELL","CORNWALL"
25.3,1,51.4,"PL26 7AX","PL26 7","ST AUSTELL","CORNWALL"
27.9,0.4,40.2,"PL26 7AY","PL26 7","ST AUSTELL","CORNWALL"
31.4,1,65.6,"PL26 7AZ","PL26 7","ST AUSTELL","CORNWALL"
35.8,0.7,140.2,"PL26 7BA","PL26 7","ST AUSTELL","CORNWALL"
57.2,2,328.5,"PL26 7BB","PL26 7","ST AUSTELL","CORNWALL"
57.6,1.5,159.1,"PL26 7BE","PL26 7","ST AUSTELL","CORNWALL"
36.3,1.5,80,"PL26 7BG","PL26 7","ST AUSTELL","CORNWALL"
45.5,1.5,160,"PL26 7BH","PL26 7","ST AUSTELL","CORNWALL"
61.8,40,108.1,"PL26 7BL","PL26 7","ST AUSTELL","CORNWALL"
39.2,1.1,76.6,"PL26 7BN","PL26 7","ST AUSTELL","CORNWALL"
35,0.9,69.2,"PL26 7BP","PL26 7","ST AUSTELL","CORNWALL"
25.5,2,43.9,"PL26 7BQ","PL26 7","ST AUSTELL","CORNWALL"
32.8,27.4,40,"PL26 7BX","PL26 7","ST AUSTELL","CORNWALL"
36.4,1.9,63.5,"PL26 7BY","PL26 7","ST AUSTELL","CORNWALL"
31,2.2,50.4,"PL26 7BZ","PL26 7","ST AUSTELL","CORNWALL"
24.2,0.8,42.8,"PL26 7DA","PL26 7","ST AUSTELL","CORNWALL"
18.2,0.7,159.7,"PL26 7DD","PL26 7","ST AUSTELL","CORNWALL"
21.8,13.4,39.8,"PL26 7DH","PL26 7","ST AUSTELL","CORNWALL"
20.1,8.3,79.6,"PL26 7DL","PL26 7","ST AUSTELL","CORNWALL"
20.2,9.2,27.9,"PL26 7DR","PL26 7","ST AUSTELL","CORNWALL"
10.5,1.5,51.1,"PL26 7DT","PL26 7","ST AUSTELL","CORNWALL"
26.6,0.7,40,"PL26 7DX","PL26 7","ST AUSTELL","CORNWALL"
27.8,2,37,"PL26 7DY","PL26 7","ST AUSTELL","CORNWALL"
27,4.3,40,"PL26 7EE","PL26 7","ST AUSTELL","CORNWALL"
41.8,2.5,79.9,"PL26 7ER","PL26 7","ST AUSTELL","CORNWALL"
47.5,0.8,159.7,"PL26 7ET","PL26 7","ST AUSTELL","CORNWALL"
52.6,3.9,77,"PL26 7EU","PL26 7","ST AUSTELL","CORNWALL"
65.8,2.3,328.6,"PL26 7EW","PL26 7","ST AUSTELL","CORNWALL"
36,1.2,54.9,"PL26 7EX","PL26 7","ST AUSTELL","CORNWALL"
15.3,0.9,38.5,"PL26 7EZ","PL26 7","ST AUSTELL","CORNWALL"
29.3,13.4,54.8,"PL26 7FA","PL26 7","ST AUSTELL","CORNWALL"
53.1,1.6,80,"PL26 7HA","PL26 7","ST AUSTELL","CORNWALL"
40.3,1.5,70.9,"PL26 7HB","PL26 7","ST AUSTELL","CORNWALL"
27.5,3.8,40,"PL26 7HF","PL26 7","ST AUSTELL","CORNWALL"
37.4,0.5,79.9,"PL26 7HG","PL26 7","ST AUSTELL","CORNWALL"
37.3,1,66.9,"PL26 7HH","PL26 7","ST AUSTELL","CORNWALL"
44,2.4,71.6,"PL26 7HQ","PL26 7","ST AUSTELL","CORNWALL"
49.7,2.9,79.9,"PL26 7JA","PL26 7","ST AUSTELL","CORNWALL"
46,0.6,79.9,"PL26 7JF","PL26 7","ST AUSTELL","CORNWALL"
19.8,1.6,35.7,"PL26 7JL","PL26 7","ST AUSTELL","CORNWALL"
18,3.4,39.3,"PL26 7LB","PL26 7","ST AUSTELL","CORNWALL"
13.5,0.7,48,"PL26 7LE","PL26 7","ST AUSTELL","CORNWALL"
20,0.7,52.5,"PL26 7LG","PL26 7","ST AUSTELL","CORNWALL"
45,1.3,80,"PL26 7LH","PL26 7","ST AUSTELL","CORNWALL"
61.4,9.1,80,"PL26 7LJ","PL26 7","ST AUSTELL","CORNWALL"
44.8,0.5,79.9,"PL26 7LN","PL26 7","ST AUSTELL","CORNWALL"
10.2,1.2,55,"PL26 7LT","PL26 7","ST AUSTELL","CORNWALL"
17.9,6.7,22.7,"PL26 7LU","PL26 7","ST AUSTELL","CORNWALL"
62.2,13.1,77,"PL26 7LX","PL26 7","ST AUSTELL","CORNWALL"
25.8,6.1,79.9,"PL26 7LY","PL26 7","ST AUSTELL","CORNWALL"
40,2.3,80,"PL26 7NB","PL26 7","ST AUSTELL","CORNWALL"
45.1,2.9,80,"PL26 7ND","PL26 7","ST AUSTELL","CORNWALL"
28.2,3.8,50.8,"PL26 7NF","PL26 7","ST AUSTELL","CORNWALL"
28.1,4.5,79.9,"PL26 7NG","PL26 7","ST AUSTELL","CORNWALL"
17.9,2.7,40,"PL26 7NJ","PL26 7","ST AUSTELL","CORNWALL"
25.5,3,46.9,"PL26 7NN","PL26 7","ST AUSTELL","CORNWALL"
13.9,4.1,32.3,"PL26 7NQ","PL26 7","ST AUSTELL","CORNWALL"
24.7,4.9,40,"PL26 7NR","PL26 7","ST AUSTELL","CORNWALL"
31,5.7,74.8,"PL26 7NT","PL26 7","ST AUSTELL","CORNWALL"
78.8,76.6,80,"PL26 7NU","PL26 7","ST AUSTELL","CORNWALL"
37.4,5.6,80,"PL26 7NZ","PL26 7","ST AUSTELL","CORNWALL"
36.3,5.1,79.8,"PL26 7PA","PL26 7","ST AUSTELL","CORNWALL"
10.9,3,51.8,"PL26 7PD","PL26 7","ST AUSTELL","CORNWALL"
38.9,6.8,55,"PL26 7PE","PL26 7","ST AUSTELL","CORNWALL"
38.4,0.3,79.9,"PL26 7PF","PL26 7","ST AUSTELL","CORNWALL"
49.5,3.7,80,"PL26 7PH","PL26 7","ST AUSTELL","CORNWALL"
31.5,3.4,79.9,"PL26 7PJ","PL26 7","ST AUSTELL","CORNWALL"
39.9,5,80,"PL26 7PL","PL26 7","ST AUSTELL","CORNWALL"
39.2,0.6,80,"PL26 7PN","PL26 7","ST AUSTELL","CORNWALL"
68,10.6,79.9,"PL26 7PQ","PL26 7","ST AUSTELL","CORNWALL"
36.5,6.2,80,"PL26 7PS","PL26 7","ST AUSTELL","CORNWALL"
5,0.2,7.1,"PL26 7PT","PL26 7","ST AUSTELL","CORNWALL"
55.8,5.6,80,"PL26 7PW","PL26 7","ST AUSTELL","CORNWALL"
49.2,8.1,79.9,"PL26 7PX","PL26 7","ST AUSTELL","CORNWALL"
55.8,5.8,80,"PL26 7PY","PL26 7","ST AUSTELL","CORNWALL"
26.9,4.5,80,"PL26 7PZ","PL26 7","ST AUSTELL","CORNWALL"
25.3,10.7,39.8,"PL26 7QA","PL26 7","ST AUSTELL","CORNWALL"
34.6,5.1,66.1,"PL26 7QG","PL26 7","ST AUSTELL","CORNWALL"
15.1,1.1,31.8,"PL26 7QH","PL26 7","ST AUSTELL","CORNWALL"
16.9,7.9,29.7,"PL26 7QJ","PL26 7","ST AUSTELL","CORNWALL"
9.4,5.4,13.5,"PL26 7QN","PL26 7","ST AUSTELL","CORNWALL"
5.2,0.9,8.8,"PL26 7QP","PL26 7","ST AUSTELL","CORNWALL"
25.6,0.1,56.1,"PL26 7QQ","PL26 7","ST AUSTELL","CORNWALL"
6.1,5.1,7.6,"PL26 7QR","PL26 7","ST AUSTELL","CORNWALL"
7,5.4,10,"PL26 7QW","PL26 7","ST AUSTELL","CORNWALL"
16.5,6.9,24.4,"PL26 7QX","PL26 7","ST AUSTELL","CORNWALL"
20.8,15.4,24.3,"PL26 7QZ","PL26 7","ST AUSTELL","CORNWALL"
31.5,5.6,68.3,"PL26 7RJ","PL26 7","ST AUSTELL","CORNWALL"
31.5,5.1,71.1,"PL26 7RL","PL26 7","ST AUSTELL","CORNWALL"
29.7,1.1,78.3,"PL26 7RT","PL26 7","ST AUSTELL","CORNWALL"
34,5.1,76.2,"PL26 7RX","PL26 7","ST AUSTELL","CORNWALL"
55.9,9.6,74.9,"PL26 7SN","PL26 7","ST AUSTELL","CORNWALL"
19.5,1.5,46.1,"PL26 7SP","PL26 7","ST AUSTELL","CORNWALL"
17.2,5.5,35.5,"PL26 7SQ","PL26 7","ST AUSTELL","CORNWALL"
19.2,2.6,80,"PL26 7SR","PL26 7","ST AUSTELL","CORNWALL"
27.7,1.7,80,"PL26 7SS","PL26 7","ST AUSTELL","CORNWALL"
2.1,2.1,2.1,"PL26 7SW","PL26 7","ST AUSTELL","CORNWALL"
9.8,3.9,17.3,"PL26 7SY","PL26 7","ST AUSTELL","CORNWALL"
23.4,5.1,48.8,"PL26 7TA","PL26 7","ST AUSTELL","CORNWALL"
29.3,3.1,40,"PL26 7TD","PL26 7","ST AUSTELL","CORNWALL"
35.4,1.4,58.7,"PL26 7TE","PL26 7","ST AUSTELL","CORNWALL"
26.6,0.9,53.6,"PL26 7TL","PL26 7","ST AUSTELL","CORNWALL"
17.3,1.2,42.5,"PL26 7TN","PL26 7","ST AUSTELL","CORNWALL"
21.4,2.4,39.8,"PL26 7TP","PL26 7","ST AUSTELL","CORNWALL"
13.3,1.4,36.5,"PL26 7TQ","PL26 7","ST AUSTELL","CORNWALL"
19.5,1,40,"PL26 7TR","PL26 7","ST AUSTELL","CORNWALL"
13.2,8.4,19.8,"PL26 7TS","PL26 7","ST AUSTELL","CORNWALL"
15,2.5,21.6,"PL26 7TW","PL26 7","ST AUSTELL","CORNWALL"
19.9,0.9,53.3,"PL26 7TY","PL26 7","ST AUSTELL","CORNWALL"
21.7,2.7,36.2,"PL26 7TZ","PL26 7","ST AUSTELL","CORNWALL"
34.4,10.5,76.2,"PL26 7UA","PL26 7","ST AUSTELL","CORNWALL"
31.9,12.5,76.6,"PL26 7UD","PL26 7","ST AUSTELL","CORNWALL"
26.3,5.6,79.9,"PL26 7UG","PL26 7","ST AUSTELL","CORNWALL"
39.5,3.1,79.7,"PL26 7UJ","PL26 7","ST AUSTELL","CORNWALL"
35.6,7.2,79.9,"PL26 7UL","PL26 7","ST AUSTELL","CORNWALL"
31.4,3.6,80,"PL26 7UQ","PL26 7","ST AUSTELL","CORNWALL"
33.8,6.3,80,"PL26 7UY","PL26 7","ST AUSTELL","CORNWALL"
17.7,16.5,18.9,"PL26 7UZ","PL26 7","ST AUSTELL","CORNWALL"
28.4,16.7,40,"PL26 7WG","PL26 7","ST AUSTELL","CORNWALL"
28,11.1,79.7,"PL26 7WH","PL26 7","ST AUSTELL","CORNWALL"
33.4,6.9,40,"PL26 7WU","PL26 7","ST AUSTELL","CORNWALL"
27.8,10.2,80,"PL26 7XA","PL26 7","ST AUSTELL","CORNWALL"
30.6,1.8,80,"PL26 7XD","PL26 7","ST AUSTELL","CORNWALL"
32.1,4,80,"PL26 7XE","PL26 7","ST AUSTELL","CORNWALL"
30.2,13.1,37.4,"PL26 7XF","PL26 7","ST AUSTELL","CORNWALL"
34,2.5,76.1,"PL26 7XH","PL26 7","ST AUSTELL","CORNWALL"
23.6,5,40,"PL26 7XJ","PL26 7","ST AUSTELL","CORNWALL"
19.8,3.1,62.3,"PL26 7XL","PL26 7","ST AUSTELL","CORNWALL"
26.7,2.5,68.9,"PL26 7XN","PL26 7","ST AUSTELL","CORNWALL"
30,4.1,74.5,"PL26 7XQ","PL26 7","ST AUSTELL","CORNWALL"
11.3,3.9,15.3,"PL26 7XS","PL26 7","ST AUSTELL","CORNWALL"
37.9,7.3,79.9,"PL26 7XT","PL26 7","ST AUSTELL","CORNWALL"
44.3,12.8,79.9,"PL26 7XU","PL26 7","ST AUSTELL","CORNWALL"
15.6,3.1,32.5,"PL26 7XX","PL26 7","ST AUSTELL","CORNWALL"
46.8,20.4,79.9,"PL26 7YA","PL26 7","ST AUSTELL","CORNWALL"
35.8,4.5,80,"PL26 7YB","PL26 7","ST AUSTELL","CORNWALL"
34.5,8.1,76.6,"PL26 7YD","PL26 7","ST AUSTELL","CORNWALL"
29.7,6.3,80,"PL26 7YE","PL26 7","ST AUSTELL","CORNWALL"
13.7,4.4,20.4,"PL26 7YG","PL26 7","ST AUSTELL","CORNWALL"
19.7,6.8,23.7,"PL26 7YH","PL26 7","ST AUSTELL","CORNWALL"
21.4,16.4,24,"PL26 7YP","PL26 7","ST AUSTELL","CORNWALL"
20.8,14,23.7,"PL26 7YQ","PL26 7","ST AUSTELL","CORNWALL"
26.7,1.2,74.3,"PL26 7YR","PL26 7","ST AUSTELL","CORNWALL"
38.8,16.5,79.9,"PL26 7YT","PL26 7","ST AUSTELL","CORNWALL"
25.9,7,79,"PL26 7YX","PL26 7","ST AUSTELL","CORNWALL"
16.8,8,22.5,"PL26 7ZA","PL26 7","ST AUSTELL","CORNWALL"
36.9,22.7,44.9,"PL26 8AA","PL26 8","ST AUSTELL","CORNWALL"
4.5,2.6,6.9,"PL26 8AD","PL26 8","ST AUSTELL","CORNWALL"
5.4,2.1,36.4,"PL26 8AF","PL26 8","ST AUSTELL","CORNWALL"
6.4,0.5,79.7,"PL26 8AH","PL26 8","ST AUSTELL","CORNWALL"
19.4,6.1,29.6,"PL26 8AL","PL26 8","ST AUSTELL","CORNWALL"
29.8,4.1,72.1,"PL26 8AN","PL26 8","ST AUSTELL","CORNWALL"
32.6,4.1,54.9,"PL26 8AP","PL26 8","ST AUSTELL","CORNWALL"
3,2.3,3.8,"PL26 8AR","PL26 8","ST AUSTELL","CORNWALL"
4,0.3,7.4,"PL26 8AS","PL26 8","ST AUSTELL","CORNWALL"
29.8,3.1,46.5,"PL26 8AU","PL26 8","ST AUSTELL","CORNWALL"
42.5,2.4,76.6,"PL26 8AW","PL26 8","ST AUSTELL","CORNWALL"
18.5,1.9,67.5,"PL26 8AX","PL26 8","ST AUSTELL","CORNWALL"
41.5,3.3,74.6,"PL26 8AY","PL26 8","ST AUSTELL","CORNWALL"
39.3,0.7,80,"PL26 8AZ","PL26 8","ST AUSTELL","CORNWALL"
37.1,3.7,80,"PL26 8BA","PL26 8","ST AUSTELL","CORNWALL"
35.4,3.2,77.2,"PL26 8BB","PL26 8","ST AUSTELL","CORNWALL"
37.2,1.9,78.2,"PL26 8BE","PL26 8","ST AUSTELL","CORNWALL"
27.3,1.3,58.7,"PL26 8BG","PL26 8","ST AUSTELL","CORNWALL"
36.9,1.2,73.9,"PL26 8BH","PL26 8","ST AUSTELL","CORNWALL"
33.4,0.9,79.9,"PL26 8BN","PL26 8","ST AUSTELL","CORNWALL"
3.1,2.6,3.5,"PL26 8BP","PL26 8","ST AUSTELL","CORNWALL"
25.1,1.2,64.8,"PL26 8BQ","PL26 8","ST AUSTELL","CORNWALL"
31.8,9.1,52.6,"PL26 8DB","PL26 8","ST AUSTELL","CORNWALL"
20.5,0.6,33.7,"PL26 8DD","PL26 8","ST AUSTELL","CORNWALL"
22.1,1.4,52.6,"PL26 8DE","PL26 8","ST AUSTELL","CORNWALL"
40.9,3.3,80,"PL26 8DF","PL26 8","ST AUSTELL","CORNWALL"
57.9,0.9,80,"PL26 8DG","PL26 8","ST AUSTELL","CORNWALL"
2.7,2.4,3,"PL26 8DH","PL26 8","ST AUSTELL","CORNWALL"
19.3,3.3,35.4,"PL26 8DL","PL26 8","ST AUSTELL","CORNWALL"
17,0.8,40,"PL26 8DP","PL26 8","ST AUSTELL","CORNWALL"
38.4,2.9,79.9,"PL26 8DR","PL26 8","ST AUSTELL","CORNWALL"
3.2,1.2,5,"PL26 8DS","PL26 8","ST AUSTELL","CORNWALL"
3,1.8,4.1,"PL26 8DT","PL26 8","ST AUSTELL","CORNWALL"
4,2.2,5.8,"PL26 8DZ","PL26 8","ST AUSTELL","CORNWALL"
2.4,1,4.1,"PL26 8EA","PL26 8","ST AUSTELL","CORNWALL"
6.1,3.6,7.8,"PL26 8ED","PL26 8","ST AUSTELL","CORNWALL"
2.3,1,5,"PL26 8EF","PL26 8","ST AUSTELL","CORNWALL"
23.9,18,35.8,"PL26 8EL","PL26 8","ST AUSTELL","CORNWALL"
37.4,2.2,80,"PL26 8EN","PL26 8","ST AUSTELL","CORNWALL"
34.8,9.2,79.9,"PL26 8EP","PL26 8","ST AUSTELL","CORNWALL"
